UniqueID,Keyword
A7YEDDH5CL_V6JI9M3IESKE9GS,Abdi Sheikh|Abdiqani Hassan|MOGADISHU|Reuters|Somalia|Somaliland|Ethiopia|Red Sea|independent state|legal force|ambassador|Ethiopian Prime Minister Abiy Ahmed|Somaliland leader Muse Bihi Abdi|maritime trade|Horn of Africa|President Hassan Sheikh Mohamud|Ethiopian Airlines|international recognition|Somali National News Agency|interior minister Mohamed Kahin
AE32ERW0NX_CVHSE6IAHBBTAJ9,Experts|Institute for the Study of War|ISW|Russian President|Vladimir Putin|West|Russia's enemy|existential war|Ukraine|Western assistance|military hospital|Moscow Oblast|Western elites|battlefield|Western aid|Kremlin's terms|full-scale invasion|sovereignty|territorial integrity|negotiations|Russian sphere of influence|United States|NATO|Eastern Europe|Finland|Moldova|Russian military|Ukrainian President|Volodymyr Zelenskyy|drone and missile strikes|air defence systems|BRICS|Commonwealth of Independent States|Norwegian government|Turkish government|United Kingdom|anti-migrant sentiment|Russian military command|March 2024 presidential elections
AT5J8637AH_8U72I5IQJ3GX50S,TAMPA|Florida|Surgeon General|halt|COVID-19 mRNA vaccines|U.S. Food and Drug Administration|recommendations|Dr. Joseph Ladapo|mRNA Covid vaccine|safety|cancer|clinical trials|DNA integration|human health|human genome|FDA|vaccine recipients|Thomas Unnasch|USF Center for Global Health Research|vaccination|hospitalization|infection|federal approval|Florida|WFLA|residual DNA|misinformation|vaccine hesitancy|vaccine uptake|death|serious illness|COVID-19.
ATX99LUXFF_O7MNIFHL25KK1VP,UK|immediate end|attacks|container ships|Iran-backed Houthi rebels|Red Sea|British Government|maritime trade route|allied nations|responsibility|consequences|global economy|free flow of commerce|Israel|Gaza Strip|Hamas|joint statement|illegal attacks|unlawfully detained vessels|international rules-based order|malign actors|anti-ship ballistic missiles|freedom of navigation|global trade|Royal Navy destroyer|Operation Prosperity Guardian|diplomatic routes|warships|military assets|Foreign Secretary Lord Cameron|Israeli counterpart|Israel Katz|humanitarian aid|Gaza|hostages|sustainable ceasefire.
B16E64BQM2_N9VCWL4YQNJWOWR,Russia and Ukraine|prisoners of war|exchange|full-scale invasion|February 2022|Ukrainian authorities|Russian servicemen|United Arab Emirates|Human Rights Ombudsman|Dmytro Lubinets|Snake Island|Mariupol|Belgorod|Vladimir Putin|Tochka-U missiles|Vilkha rockets|cluster munitions|Kyiv|Belgorod attacks|NATO|Patriot guided missiles
B2X6QGQEXV_24MAEHEGIOTLU83,Bob Sauer|door plug|Boeing 737 Max 9|Alaska Airlines|Portland International Airport|emergency landing|National Transportation Safety Board|jetliner fuselage|Jennifer Homendy|depressurize|Ontario| California|emergency exits|Cedar Hills|cellphones|physics|NBCNews.com
B80V6MECGM_VKQ4EMKK5CV53GK,"Ukraine|Kh-47M2 Kinzhal|air-launched ballistic missiles|Russia|Jan. 2|Commander in Chief Valerii Zaluzhnyi|Air Force|Patriot air defense systems|Kyiv|Kharkiv|Shahed ""kamikaze"" drones|Lithuanian President Gitanas Nauseda|Latvian President Edgars Rinkevics|air defense systems|Kyiv Independent"
BDMPUSSQB0_WUY0ARTLAG358RS,Kyrylo Budanov|Ukraine’s Defence Intelligence|Russian captivity|PoW swap|UAE|combat medic|defenders|Zmiinyi Island|Chornobyl Nuclear Power Plant|full-scale war|Ukrainian soldiers|civilians|Armed Forces of Ukraine|Territorial Defence|Navy|National Guard|State Border Guard Service|National Police|illegally imprisoned
BDPE5UCCN0_8CZ4D6B0XAYSUE7,Russian oil tankers|India|payment disagreements|UAE currency|payment disputes|ship-tracking data|Bloomberg|Sokol oil|Malacca Straight|NS Century|Sri Lanka|Rosneft|United Arab Emirates|Reuters|US sanctions|energy revenue|Ukraine war|China|oil exports|Kpler data|Business Insider
BFKNM3VVC3_I7R7OYJHU8GL03I,North Korea|Russia|ballistic missiles|missile launchers|Ukraine|Moscow|White House|Iran|arms|President Vladimir Putin|invasion|Kim Jong Un|military showdown|South Korea|United States|Korean Central News Agency|Pyongyang|US National Security Council|John Kirby|Democratic People's Republic of Korea|US Congress|military aid|air defenses|Zaporizhzhia region|aerial attack|Choi Gi-il|Sangji University|Seoul|NATO|arms race|United Nations Security Council|UN sanctions|Britain|Foreign Office|isolation|desperation|military equipment|munitions|Belgorod|Volodymyr Zelensky|domestic production
BHJNX91XKJ_P9SMHQT6LIV4UK8,marble bas-relief|Belgian family|2|000-year-old relic|Pompeii|ancient Roman city|Mount Vesuvius|art experts|Herzele|Brussels|Gallo-Roman Museum|Tongeren| Belgium|Bart de Marsin|archaeologist|De Standaard|earthquake|62 BC|history of the city|street vendor|Italy|1975|financial compensation
BLFVBLHZ6Y_RF7YK3QDVGRPVZ3,PORTLAND|Ore|KOIN|man|found dead|Vancouver|Saturday morning|police|homicide|3:30 a.m.|Vancouver Police|gunshots|person dead|sidewalk|East 18th Street|East Bryant Street|22-year-old man|unresponsive|pronounced dead|scene|Armed man|SERT response|Southeast Portland|custody|victim|identity|Vancouver Police Department|developing story|KOIN 6 News|updates|latest news|weather|sports|streaming video|KOIN.com
BSY1XSVJ6G_8W0DCEFET0Y9E9N,Russia|air attack|1-2 January|29 December|weapons|terrorist state|Ukraine|Lieutenant General Mykola Oleshchuk|Ukraine's Air Force Commander|Telegram|missile types|Ukrainian Armed Forces|defenders|bravery|heroism
BVR65BOZAQ_2UDC98H36S694P4,Russian war crime|Russian rocket|school in Kharkiv|Jan. 2|Suspilne|residential building|Osnovyanskyi district|10-meter-deep crater|underground water supply|missile attack on Ukraine|130 means of destruction|Shahed drones|Kinzhal ballistic missiles|Kharkiv Regional Prosecutor’s Office|ballistic weapons|Russian C-300 missile|The New Voice of Ukraine
BYW4NRJDU6_RCBIYPU995JEYWS,Russian missile|Kyiv|Help Animals of Ukraine|wild animal rescue center|Yuna|lioness|rehabilitated|Facebook|Russian occupiers|Askania-Nova Nature Reserve|ecocide|concussion|loss of coordination|Natalya Popova|Ukrainska Pravda.Zhyttia|African lioness|Kyiv Oblast|frostbite|Ukrainian winters|rehabilitation course|Europe|medical efforts|health|The New Voice of Ukraine
BZ49R5DFL9_V19JJA3INWP22CP,
C0N1UFC81X_EZYHRK0MK1UP7RX,White House|conflict|Middle East|US helicopters|Houthi boats|Red Sea|Iranian-backed Houthi rebel group|National Security Council|self-defense|John Kirby|ABC News|Maersk Hangzhou|US Central Command|USS Eisenhower|Gravely|Operation Prosperity Guardian|President Joe Biden|Iranian proxy groups|preemptive strike|CNN
C6U179Q5I3_V2OB5KV7B3M8MT6,ABH Holdings S.A.|ABHH|banking group|Mikhail Fridman|arbitration request|claim|$1 billion|Ukraine|nationalization|Sense Bank|Alfa-Bank|sanctions|International Centre for Settlement of Investment Disputes|ICSID|Washington| D.C.|Belgo-Luxembourg Economic Union|Reciprocal Promotion and Protection of Investments|expropriation|Security Service of Ukraine|SBU|Russian military plants|international sanctions|Ukrainian sanctions|Kyiv|nationalization of inventions|black PR
CB28CC9BG6_9UX52NDP5WLU5K0,Colorado Springs|mother|arrested|UK|murdering|children|extradition hearing|Kimberlee Singler|Westminster Magistrates’ Court|London|National Crime Agency|bail|first-degree murder|child abuse|assault|daughter|son|burglary|custody|ex-husband|Kevin Wenz|Rex Harris|investigation|News Wire Services
CDEL2N6ZSG_0PVXTHWPZMVGB0N,2024|Pornhub|North Carolina|Montana|protest|bills|online pornography access|404Media|Aylo-operated pornographic content services|Brazzers|Redtube|legislation|ID verification|age-gating adult content|device identifiers|Associated Press|high school computer curriculum|digitized identification|third-party verification tool|Cherie DeVille|privacy|Trust and Safety measures|Louisiana|Virginia|Mississippi|Arkansas|Utah|University Chancellor|Pornographic Videos|Moriah Mills|Pornhub Search Spike|Zion Williamson|MindGeek|Ottawa Private Equity Firm
CPFNGMEVAZ_22JDP3XS7G03N8J,Food and Drug Administration|Florida|import prescription drugs|Canada|U.S. drug prices|Republican Gov. Ron DeSantis|Democratic President Joe Biden|White House|Canadian health providers|pharmaceutical industry|counterfeit or adulterated drugs|AARP Florida|Medicaid|FDA|The New York Times|Pharmaceutical Research and Manufacturers of America|medicines|pharmacies|industry pricing|asthma|COPD|diabetes|HIV and AIDS|mental illness|Medicare program|Howard Hughes Medical Institute’s Science and Educational Media Group|USA TODAY
CRASA12J6K_KMPUPQX2P6VMQ4K,Ukrainian Special Operations Forces|Russian electronic warfare complex|Triada-2|Donetsk sector|3rd Separate Special Purpose Regiment|missile unit|communication satellites|Luhansk Oblast|ArmyInform|Moscow Central Research Institute No. 46|Russian Defense Ministry|Elektropribor plant|Vladimir|Starlink network|Bakhmut sector
CU9R760HCU_8992YTROU6Z02H8,Britain's foreign minister|David Cameron|Israel|international law|Gaza|International Criminal Court|ICC|the Hague|Palestinian enclave|parliament's foreign affairs committee|international concern|Palestinian death toll|Israeli assault|humanitarian crisis|U.S. Secretary of State Antony Blinken
CWIFMY923H_FYT95XB597S52RM,Ukraine's Foreign Minister Dmytro Kuleba|possible appointment|Hungarian Prime Minister Viktor Orbán|temporary president|European Council|Hungarian presidency|Council of the European Union|second half of 2024|European Council President Charles Michel|European Union|six months|elect Michel’s successor|European Parliament elections|Kyiv|European track|decision-making schedule|advocate for certain decisions|democracies|changes|European Council presidency|July 2024 until December
D60718A9WI_6ZBA0BB4E6KBI5H,Prince Andrew|court documents|Jeffrey Epstein|US Judge Loretta Preska|Johanna Sjoberg|Manhattan apartment|Buckingham Palace|Ghislaine Maxwell|US Virgin Islands|Bill Clinton|Virginia Giuffre|defamation case|underage girls|sentenced to two decades in prison|sex trafficking charges
D8I9KVR2Q1_2GF3ALGDZ4YKMMG,Ukrainian and Russian forces|combat engagements|full-scale invasion|Ukraine’s General Staff|Facebook|Ukraine repelled|Russian attacks|Avdiivka|Maryinka|Kherson sectors|Kupyansk sector|Synkivka|Kharkiv Oblast|Lyman sector|Bakhmut sector|Klishchiivka|Andriivka|Donetsk Oblast|Avdiivka sector|Ukrainian Armed Forces|Novobakhmutivka|Pervomaiske|Nevelske|Mariupol sector|Maryinka|Pobeda|Novomykhailivka|Shakhtarsk sector|Zaporizhzhya sectors|Robotyne|Zaporizhzhya Oblast|Melitopol sector|Kherson sector|Dnipro River|Ukrainian air defense forces|Shahed drones|Russian troops|artillery|multiple rocket launchers|MLRS|airstrikes|Ukrainian Air Force|enemy personnel grouping|command post|Ukrainian artillery|ammunition depot|Chasiv Yar|The New Voice of Ukraine
D966VDQ7MF_N8VFAGZ8RD0H8HW,Washington|misuse|armaments|Ukraine|John Kirby|US National Security Council|Strategic Communications|Ukrinform news agency|corruption|Ukrainian military|direct interaction|American|Ukrainian|accountability|US experts
DDRK4J9N0I_96S3GKLYCJDCLWU,CHICAGO|Chicago police|public's help|missing 15-year-old girl|Deanna Sirikul|9300 block of South Kenwood Avenue|alias Marie|nickname DNA|Hispanic girl|brown eyes|black hair|mole on the top of her lip|Dec. 6| 2023|CPD's Special Victims Unit|312-747-8274
DL0LU4MTMQ_EYGC255KOSAB4RN,Greece|military upgrade|U.S. Defense Security Cooperation Agency|Pentagon|U.S. State Department|UH-60 Black Hawk helicopters|Lockheed Martin|Congress|defense contractors|Hellenic Army|Textron|Bell Helicopter unit|FlightGlobal|Sikorsky|S&P Global Market Intelligence|defense stocks|Textron stock|Lockheed Martin stock|The Motley Fool Stock Advisor|helicopter fleet replacement
DLE0QQSP9E_4I2JKPJKE9M0PL8,President Vladimir Putin|Moscow|strikes|military targets|Ukraine|Ukrainian attack|Belgorod|large-scale attack|military installations|Kyiv|drones|New Year's Day|terrorist act|civilian population|Vyacheslav Gladkov|child victims|medical facilities|strategic initiative|conflict|TASS news agency
DLGJ1VX0IV_3P6WW4G43VNYPA9,Food and Drug Administration|Florida|import|prescription drugs|Canada|Republican Gov. Ron DeSantis|Democratic President Joe Biden|pharmaceutical industry|counterfeit drugs|President Donald Trump|FDA Commissioner Dr. Robert Califf|medicines|pharmacies|industry pricing|Medicaid recipients|prescription drug prices|Medicare program|Howard Hughes Medical Institute|WFLA
DM6O2GLMXP_C6B6E9OVSX11YY4,Jan. 9 (UPI)|dual national|Russia|United States|arrested|drug charges|Moscow court|district court of Moscow|U.S. citizen|Robert Woodland Romanov|illegal acquisition|narcotic drugs|psychotropic substances|biological mother|Russia's war in Ukraine|military service|Brittney Griner|Vicktor Bout|Paul Whelan|espionage charges|Evan Gershkovich|U.S. government|detentions
DONPUHGKCL_3ZWMQ2U162XX7RL,Israel's Supreme Court|judicial overhaul law|Prime Minister Benjamin Netanyahu|Likud party|war on Hamas|national unity|Daniel Hagari|military spokesman|right-wing and religious coalition|Israel Democracy Institute|central bank|fiscal adjustments|Gaza|International Court of Justice|The Hague|genocide|Hamas|US Secretary of State Antony Blinken|Palestinian Authority|Benny Gantz|opposition leader|emergency war cabinet|Israeli daily Yedioth Ahronoth|Hezbollah in Lebanon|US special envoy Amos Hochstein|Saleh Al-Arouri|Labor Party|Merav Michaeli|Gwen Ackerman|Bloomberg Businessweek
DZL309A5TU_IU6P8XQDJLP8U2L,Joe Biden|stance on Israel|campaign speech|US president|hecklers|ceasefire|Israeli government|military action|Gaza|Charleston|South Carolina|2024 re-election bid|protesters|Democratic president|Israeli bombardment|Palestinian death toll|Hamas|terror attacks|Jerusalem|civilian casualties|Middle East conflict|Democratic Party|Mother Emanuel African Methodist Church|white supremacist|Democratic National Committee|presidential primary calendar|black voting base|African American voters|White House|The Telegraph|British journalism
E0GO9QTNZM_APLO1WIPLFDMROQ,Spikes|beaches|Taiwan's Kinmen island|military checkpoints|tourist cafes|Chinese communist forces|Kinmen|Taiwan island|Chinese mainland|battlefield frontline|nationalists|bombardments|presidential election|Beijing|Washington|democratic Taiwan|Xiamen|Lin Ma-teng|Lieyu|Kuomintang|Taiwan's oldest political party|Chinese Communist Party|President Xi Jinping|unification|independent|Democratic Progressive Party|sovereignty|Tsai Ing-wen|Beijing|Taiwan Strait|fighter jets|naval vessels|war games|missiles|International Crisis Group|defence reform|United States|diplomatic recognition|weapons provider|US-China relations|technology exports|spying concerns|human rights|Joe Biden|peaceful reunification|electoral process|historical ties|mainland|Angela Huang|Taiwan People's Party|democracy|Chinese-speaking world|political scientist|Wei-ting Yen|Franklin and Marshall College|democratic backsliding|wartime relics|Taiwanese tourists|cannon|tanks|anti-communist slogans|status quo|political systems
E7U876FQND_UKUF70FNJ14DOD7,Recent Ukrainian attacks|Russian-occupied Crimea|damage|UK intel|Ukrainian Air Force|Saki military airbase|Russian air defenses|British intelligence|Crimean port city|Sevastopol|UK's Ministry of Defense|intelligence report|Russian response|missile attacks|Anton Gerashchenko
EGQQI9Q1FE_LE8FIX1UK0PYFRN,flood situation|critical|regions|German state|Lower Saxony|Interior Ministry Hanover|rainfall|water levels|exceptional event|emergency services|preparedness|districts|river Werra|Thuringia|German Weather Service|Thuringian Forest|Harz Mountains|Zorge|Bere|Unstrut rivers|measuring points|concern
EIHFXLFJR9_IPVZKIE3RS8GUSJ,US Food and Drug Administration|Florida|import prescription drugs|Canada|drug prices|policy shift|US pharmaceutical industry|lobbying group|HIV/AIDS|diabetes|hepatitis C|mental illness|prescription drugs|OECD|Robert Califf|FDA specifications and standards|President Joe Biden|executive order|Pharmaceutical Research and Manufacturers of America|Stephen J Ubl|Canada's healthcare system|drug shortages|export of prescription medicines|Donald Trump
EMXKG3OSHR_RQGHATL4S3DYGRZ,Pakistan’s Supreme Court|politicians convicted on moral charges|disqualified for life|Nawaz Sharif|fourth term|public office|constitution|parliament|maximum period of disqualification|graft charges|powerful army|China|Afghanistan|Iran|Belt and Road Initiative
ENMWREU4WF_XD1TAIR08UWSR94,Colorado mother|killing|children|injuring|arrested|United Kingdom|Colorado Springs Police Department|Kimberlee Singler|daughter|son|dead|burglary|investigation|Ira Cronin|spokesperson|arrest warrant|murder|attempted murder|overseas arrest|law enforcement agencies|minor injuries|hospitalized|recovering|legal battle|ex-husband|parenting time|court filings|Associated Press|Report for America Statehouse News Initiative|nonprofit national service program|journalists|local newsrooms|undercovered issues.
EPSNQEK1DT_AL1MA3HJ5LRQNVP,Gambian former interior minister|trial in Switzerland|crimes against humanity|Ousman Sonko|Gambian President Yahya Jammeh|repressive regime|non-governmental organisations|killings|rape|torture|Gambia's National Intelligence Agency|universal jurisdiction|highest-ranking government official|Human rights groups|Swiss city of Bellinzona|political opponents|Swiss law|Swiss investigators|The Gambia|alleged victims|witnesses|security services|the Junglers|asylum|Trial International|Swiss attorney general|Alieu Kosiah|Bai Lowe|transitional justice process|human rights groups|plaintiffs|guilty verdict|Trial International's Benoit Meystre|court case|verdict|March.
ES9LUQP75X_G7DDSKGTH6WPVCB,Unnamed US officials|US media|Russia|buy|short-range ballistic missiles|Iran|receiving|dozens|ballistic missiles|launchers|North Korea|The Wall Street Journal|deep concern|administration|US President Joe Biden|Russians|Iranian test site|mid-December|tests|IRGC|Islamic Revolutionary Guard Corps|Ababil missile|negotiating|purchase|delivery|spring 2024|Support UP|patron
EUAYBEGIND_7WT29SZTX3X8USU,South Korea|opposition leader|Lee Jae-myung|stabbed|neck|Busan|Democratic Party|Pusan National University Hospital|proposed airport|Yonhap|YTN television|assailant|arrested|Busan Ilbo|President Yoon Suk Yeol|Gyeonggi province|2022 presidential election|parliamentary elections|political violence|Song Young-gil|Park Geun-hye|Mark Lippert|Reuters
EUDJNBQ11F_QV2WLAQ15A9KCPQ,Israel’s Supreme Court|Prime Minister Benjamin Netanyahu|judicial overhaul|mass protests|constitutional crisis|Hamas militants|cross-border attack|Justice Minister Yariv Levin|unreasonable government decisions|corruption|improper appointments|Basic Laws|Esther Hayut|Movement for Quality Government in Israel|Israel-Hamas war
EWS7247DGB_I1BYXSNXOZY18CG,Chancellor Jeremy Hunt|bitterly disappointed|legal ruling|gas drilling project|UK Oil & Gas|UKOG|Dunsfold|South West Surrey constituency|Court of Appeal|Loxley gas well|Liberal Democrats|Tim Farron|Stephen Sanderson|net zero strategies|Good Law Project
EY5XLJEIQ7_HMVT033XV0F85GO,Former NATO chief|James Stavridis|Biden administration|aggressive response|attacks|Iranian-backed Houthi rebels|shipping vessels|Red Sea|White House|pirate attacks|MSNBC|Andrea Mitchell|merchant ships|Israel|Hamas|supply chain|United States|allies|illegal|unacceptable|destabilizing|Iranian proxy|tension|U.S.|Tehran|strikes ashore|Houthi land infrastructure|fuel depots|docks|escalation|regional war|Gen. Qasem Soleimani|Israeli operation|Islamic State|internal resistance|Gaza|attacks on U.S. forces|The Hill
EYP34F9E9B_6BB6KCHMWG13DCD,Northfield Township police|house explosion|Arkansas|family members|Matthew Rooney|Hope and Don Bragg|Kenny|Beth|Stephen|Rich Pruden|unexplained explosion|St. Mark Catholic Church|Winters Lane|Arkansas Democrat-Gazette|University of Arkansas|Monticello School District|Sandra Lanehart|broken pelvis|lacerated liver|coma|burns|Psalms|healing broken hearts|Frank Witsil|Detroit Free Press|Northfield Twp. explosion
EZ9919Z3JP_CKQ0LFGRIN9VCRA,President Vladimir Putin|Russian citizenship|foreigners|military|war in Ukraine|recruitment of migrants|Central Asian countries|fast-track citizenship|Russian army|reservists|immigrants|active hostilities|residency permit|presidential decree|special military operation|police raids|migrants|Novaya Gazeta|enlistment|Uzbek|Tajik|Kyrgyz|Mayor Sergei Sobyanin|Defense Minister Sergei Shoigu|Ukrainian resistance|mobilization|volunteer battalions|amnesty to prisoners|military casualties|U.K. Defense Ministry
F4Z4WWLRAZ_3ZBG0FHZ31AIQJW,David Latona|Joan Faus|Eva Manez|ALCOY|Spain|BARCELONA|MADRID|Reuters|Anti-racism activists|blackface|Epiphany celebrations|Rita Bosaho|Black woman|Spain's parliament|Three Kings|Jesus|Balthazar|African|Alcoy|Equality Ministry|racial diversity department|racism|Afro-Spanish|discrimination|xenophobic|Igualada|Catalonia|Eduard Creus|Madrid|Chamartin district|Eduardo Rubino|Mas Madrid party|Antoinette Torres|Afrofeminas|blackface|Vinicius Jr|Morocco|Equatorial Guinea|Western Sahara|slave trade
F9IPFWWDNQ_L03J7EIFO6FGZUJ,Insights|Nikkei|Financial Times|Focus Taiwan|Taiwan|William Lai|Beijing|interference|elections|Democratic Progressive Party|China|military threats|economic coercion|cognitive warfare|misinformation|Chinese satellite|Taiwanese defense ministry|balloons|warships|warplanes|fake news|democracy|Hong Kong|Hou Yu-ih|Kuomintang party|Taiwanese independence|online influence|social media|hacking|Ma Chih-wei|campaign financing|Chinese Communist Party|Taiwanese intelligence
FH5HPXT68X_7RMVWPN1YW0SVUQ,Israel|Hamas|Beirut drone strike|Saleh al-Arouri|West Bank|terror group|BBC report|Israel Defense Forces (IDF)|Najib Al-Mikati|Lebanon|UN Security Council|Gershon Baskin|Hezbollah|Daniel Hagari|Ismail Haniyeh|Samir Fendi|Azzam al-Aqra|Iran|Yemen’s Houthi rebels|Mark Regev|Benjamin Netanyahu|Biden administration|Gaza|Benny Gantz|Yoav Gallant|David Makovsky|Washington Institute of Near-East Policy|US State Department|Hassan Nasrallah|Ziad Nakhale|Palestinian Islamic Jihad|Maha Yahya|Haaretz|Danny Danon|Bezalel Smotrich|Israel Democracy Institute|Netanyahu
FNKKFY74VJ_8MKQTTBZ0F3FS11,Reuters|China|Netherlands|market principles|chip machine maker|ASML|Dutch government|export licence|shipment|equipment|Veldhoven|lithography systems|NXT:2050i|NXT:2100i|Chinese foreign ministry|Wang Wenbin|Semiconductor Manufacturing International Corporation|SMIC|United States|Twinscan NXT1930Di|export control regulations|self-reliant semiconductor supply chain|Shanghai Micro Electronics Equipment|SMEE|Zhangjiang Group|28nm lithography machine
FS9WX1B75V_Q99JA8F9PFK473D,Bujar Osmani|Organisation for Security and Co-operation in Europe|OSCE|Ian Borg|Malta's Minister for Foreign and European Affairs and Trade|Helga Maria Schmid|Russia|air attacks|Ukraine|drone and missile attacks|Valerii Zaluzhnyi|Ukrainian Armed Forces|Kyiv|Kharkiv|Dnipro|Odesa|Lviv|Zaporizhzhia|Volodymyr Zelenskyy|Ukrainian Air Force
G23F8CS1J4_7ZK6DTCJEDJE1ZK,North Korea|military|artillery rounds|Yeonpyeong Island|Seoul|live-fire drills|maritime border|Baengnyeong|evacuate|shelters|buffer zone|tension-reducing deal|spy satellite|escalates tensions|Cold War
G7VELD36I3_IB7JNMSFCWTGJ4Y,Russia| 'Ukraine| 'prisoners of war| 'Vladimir Putin| 'invasion| 'United Arab Emirates| 'swap deal| 'Dmytro Lubinets| 'human rights ombudsman| 'international sanctions| 'Volodymyr Zelensky| 'Ukrainian troops| 'missing in action| 'Snake Island| 'Mariupol
G8N6WR6DKM_AEDQFG6OU2VWVX9,Islamic State|jihadist group|twin bombings|Iran|Israeli hand|Hamas|terrorist attack|Revolutionary Guards|Qasem Soleimani|US drone strike|Quds Force|Sunni Muslim extremist group|Shiite Iran|Telegram|explosives vests|suicide bombings|Martyrs Cemetery|Saheb al-Zaman Mosque|Kerman|suicide bomber|Ebrahim Raisi|Mohammad Jamshidi|US|Zionist regimes|Israel|Esmail Qaani|International Crisis Group|Ali Vaez|State Department|Matthew Miller|Security Council|Heshmatollah Falahatpisheh|Sunni extremists|Middle East|Huthi rebels|Red Sea|resistance groups|jihadist and extremist groups
GA45VKE1JI_3KGMR1TSLNN08VL,Organization for Security and Co-operation in Europe|OSCE|Russian attacks|Ukraine|war|OSCE Chairperson-in-Office|Minister for Foreign Affairs|European Affairs and Trade of Malta|Jan Borg|OSCE Secretary General|Helga Maria Schmid|drone and missile attacks|unrelenting violence|defense forces|Kinzhal ballistic missiles|Kharkiv|ballistic missiles|Lavrov|OSCE meeting|sanctions|The New Voice of Ukraine
GAIO7DI18C_AN9AAA8UH43S3EZ,Reuters|China|Netherlands|market principles|chip machine maker|ASML|Dutch government|export licence|shipment|equipment|Veldhoven|lithography systems|NXT:2050i|NXT:2100i|Chinese foreign ministry|Wang Wenbin|Semiconductor Manufacturing International Corporation|SMIC|United States|Twinscan NXT1930Di|export control regulations|self-reliant semiconductor supply chain|Shanghai Micro Electronics Equipment|SMEE|Zhangjiang Group|28nm lithography machine
GBUZGXT658_KJMSQMTAAC6NN56,PORTLAND| Ore.|Alaska Airlines plane|emergency landing|aircraft blew out|mid-air|Flight Aware flight trackers|Portland International Airport|passenger window panels|171 passengers|six crew members|depressurized|oxygen masks|Boeing 737 Max 9|Federal Aviation Administration|National Transportation Safety Board
GIY9D1VBH6_3IRAXB1O6NDA0NA,DHAKA| Bangladesh|United States|United Kingdom|elections|Bangladesh Prime Minister|Sheikh Hasina|credible| free and fair|political violence|parliamentary seats|opposition party|State Department|Mathew Miller|human rights|rule of law|Foreign| Commonwealth and Development Office|Indo-Pacific region|China|Russia|India|Awami League|Bangladesh Nationalist Party|Prime Minister Khaleda Zia|voter turnout|anti-government rally|political violence|military coups|assassinations
GMIP8L4IU1_9QKPQU5JZX9JC7U,Vietnamese government|TikTok|Angkor Wat|Thai flag|Hua Quoc Anh|false information|Lao Dong|followers|temple complex|Cambodia|Thailand|Siem Reap|Vietnamese dong|$300|Department of Information and Communication|Facebook|Phil Robertson|Human Rights Watch|Nikkei|Southeast Asia|social media|Indonesia|Singapore|Business Insider
GNME0CRP0Q_QEVY5P1L388B49J,Tennessee caregiver|stealing patients’ debit cards|gambling habits|home care patients|Maury County|money missing|bank accounts|Tennessee Bureau of Investigation|fraudulent| personal charges|online gambling|financial exploitation|elderly or vulnerable person|theft|Maury County Sheriff’s Office|$10|000 bond
GNX2LLWXKR_492NN31BKAG9DJ2,Russia|Kinzhal hypersonic missiles|Ukrainian capital|Kiev|Ukrainian President|Volodymyr Zelensky|Telegram|rescue workers|Ukrainian air force|rockets|cruise missiles|missile debris|Iranian-made Shahed combat drones|Kiev Mayor|Vitali Klitschko|air defence forces|power outages|gas pipeline|water supply|Airstrikes|Kharkiv|Moscow|Ukrainian Foreign Minister|Dmytro Kuleba|air defence systems|ammunition|combat drones|missiles|Russian funds|Russian village|Petropavlovka|Voronezh border region|Alexander Gusev
GOO5KGTBJ6_V6JPEUJ968STW61,Israel|Gaza|troops|Hamas|Israeli Defence Forces|IDF|Palestinian enclave|Hezbollah|Lebanon|US|Antony Blinken|Palestinian civilians|Lord Cameron|Red Sea|Houthi militants|humanitarian deliveries|Daniel Hagari|low-intensity campaign|Khan Younis|casualty toll|hostages|humanitarian disaster|Hamas attack|Israeli towns|Palestinian health authorities|agencies
GQQ0R05JO5_DAWWA6A93L0K61D,EL PASO|Texas|KTSM|El Paso Fire Department|condition three fire|apartment complex|West El Paso|Tuesday morning|Jan. 9|residents|displaced|4100 block of Westcity Ct|cats|dogs|Red Cross|KTSM 9 News
GQRPTBOGN4_YZAPZZ6DOQHADDZ,Hezbollah|combat drone operations|Israeli forces|assassination|Ali Hussein Barji|Antony Blinken|US secretary of state|Israel|Gaza|Israel Defense Forces (IDF)|Firas Maksad|Middle East Institute|escalation ladder|International Organisation for Migration|Saleh al-Arouri|Hamas leader|drone strike|Beirut|Yoav Gallant|Israel’s defence minister|Iran|regional escalation|military campaign|Khan Yunis|Hamas|hostages|Saudi Arabia|Jordan|Qatar|United Arab Emirates|Turkey|reconstruction|governance of Gaza|Palestinian state|Benjamin Netanyahu|UN delegation|damaged infrastructure|displaced residents|Axios news website|Israeli war cabinet|hostage deal|The Telegraph
GU615O8PF6_O5Z6NKC8R8SXVJ7,ST. PETERSBURG|Fla|24-year-old woman|arrested|police car|injuring officer|St. Peterburg Police Department|traffic stop|I-375|emergency lights|white Kia sedan|minor injuries|Bayfront Health|Mackenzie Paige Deaton|Move Over law
H1ADNM84BD_XT4286JYIXLZRUG,Security Service of Ukraine|SSU|agricultural holding|Kyiv|food products|Russians|Kherson Oblast|armed aggression|Russian Federation|Federal Tax Service|Russian occupational authorities|RUB 100|000|special military operation|Kakhovka district|Article 111-2.1|Criminal Code of Ukraine
